dialog_idx,turn_idx,image_filename,prompt,generation_time_sec,timestamp
5,1,5_1.jpg,a woman is swinging at a tennis ball on the court by herself.,0.0001,2026-07-24 17:44:57
5,2,5_2.jpg,a woman in a skirt swinging at a tennis ball on the court by herself.,0.0001,2026-07-24 17:44:57
5,3,5_3.jpg,a woman in a black skirt swinging at a tennis ball on the court by herself.,0.0001,2026-07-24 17:44:57
5,4,5_4.jpg,"a woman in a black skirt swinging at a tennis ball on the court, with no visible shoes.",0.0001,2026-07-24 17:44:57
5,5,5_5.jpg,"a woman wearing a black skirt and shoes, with her hair pulled back, swinging at a tennis ball on a court by herself.",0.0001,2026-07-24 17:44:57
5,6,5_6.jpg,"a woman wearing a black skirt and shoes, with her hair pulled back, swinging at a tennis ball on the court by herself.",0.0001,2026-07-24 17:44:57
5,7,5_7.jpg,"a woman wearing a black skirt and shoes, with her hair in a ponytail, swinging at a tennis ball on the court by herself.",0.0001,2026-07-24 17:44:57
5,8,5_8.jpg,"a woman in a black skirt and shoes, with her hair in a ponytail, standing still on the tennis court.",0.0001,2026-07-24 17:44:57
5,9,5_9.jpg,"a woman wearing a black skirt and shoes, with her hair pulled back in a ponytail, standing still on the tennis court, bent slightly to the left, and not walking or moving.",0.0001,2026-07-24 17:44:57
5,10,5_10.jpg,"a woman wearing a black skirt and shoes, with her hair pulled back in a ponytail, standing still on the tennis court on a sunny day.",0.0001,2026-07-24 17:44:57
6,0,6_0.jpg,a jet plane flies over blue waters and a picturesque town on a sunny day,0.0001,2026-07-24 17:44:57
6,1,6_1.jpg,a white and blue jet plane soaring over blue waters and a picturesque town on a sunny day.,0.0001,2026-07-24 17:44:57
6,2,6_2.jpg,a white and blue commercial jet plane flying over blue waters and a picturesque town on a sunny day.,0.0001,2026-07-24 17:44:57
6,3,6_3.jpg,a white and blue commercial jet plane flying over blue waters and a picturesque town on a sunny day.,0.0001,2026-07-24 17:44:57
6,4,6_4.jpg,a white and blue commercial jet plane flying over blue waters and a picturesque town on a cloudless sunny day.,0.0001,2026-07-24 17:44:57
6,5,6_5.jpg,"a white and blue commercial jet plane flying over blue waters and a picturesque town on a sunny day with no clouds, with no other planes visible in the image.",0.0001,2026-07-24 17:44:57
6,6,6_6.jpg,"a white and blue commercial jet plane flying over blue waters and a picturesque town on a sunny day with no clouds, and no other planes or objects in the picture.",0.0001,2026-07-24 17:44:57
6,7,6_7.jpg,"a white and blue commercial jet plane flying over blue waters and a picturesque town on a sunny day with no clouds, no other planes, and no signs of a crash.",0.0001,2026-07-24 17:44:57
6,8,6_8.jpg,"a white and blue commercial jet plane flying over blue waters and a picturesque town on a sunny day with no clouds, and no other planes or bodies of water visible.",0.0001,2026-07-24 17:44:57
6,9,6_9.jpg,"a white and blue commercial jet plane flying over a picturesque town on a sunny day, with no clouds in the sky, and above a body of water, possibly lakes.",0.0001,2026-07-24 17:44:57
6,10,6_10.jpg,"a white and blue commercial jet plane flying over a picturesque town on a sunny day, with clear skies and no clouds, above a body of water, possibly a lake, with no other planes or text visible in the image.",0.0001,2026-07-24 17:44:57
7,0,7_0.jpg,a woman playing tennis with the ball in mid-air in front of her and the racket raised with her arm across her body in front of a sponsored grandstand,0.0001,2026-07-24 17:44:57
7,1,7_1.jpg,"a woman playing tennis with the ball in mid-air in front of her and the racket raised with her arm across her body, with a sponsored grandstand in the background, and only 3 people around.",0.0001,2026-07-24 17:44:57
7,2,7_2.jpg,"a woman in a white tennis dress playing tennis, with the ball in mid-air and her arm raised, in front of a sponsored grandstand with only 3 people around.",0.0001,2026-07-24 17:44:57
7,3,7_3.jpg,"A woman in a white tennis dress is playing tennis, with a black racket raised and her arm across her body, in front of a sponsored grandstand with only 3 spectators.",0.0001,2026-07-24 17:44:57
7,4,7_4.jpg,"a woman in a white tennis dress playing tennis, with a black racket and a visor, in front of a sponsored grandstand with only 3 spectators.",0.0001,2026-07-24 17:44:57
7,5,7_5.jpg,"a woman in a white tennis dress playing tennis with a black racket, wearing a visor, and not close to the net, with a sponsored grandstand in the background.",0.0001,2026-07-24 17:44:57
7,6,7_6.jpg,"A woman in a white tennis dress is playing tennis, holding a black racket with her arm raised across her body, and the ball is in mid-air in front of her, with a sponsored grandstand in the background.",0.0001,2026-07-24 17:44:57
7,7,7_7.jpg,"a woman in a white tennis dress playing tennis with a black racket, wearing a visor, and not close to the net, with a sponsored grandstand in the background and no other players or tennis bag visible.",0.0001,2026-07-24 17:44:57
7,8,7_8.jpg,"a woman in a white tennis dress playing tennis with a black racket, wearing a visor, and not close to the net, in front of a sponsored grandstand with only 3 people around.",0.0001,2026-07-24 17:44:57
7,9,7_9.jpg,"a woman in a white tennis dress playing tennis with a black racket, wearing a visor, and not close to the net, in front of a sponsored grandstand with only 3 people around her.",0.0001,2026-07-24 17:44:57
7,10,7_10.jpg,"a woman in a white tennis dress playing tennis with a black racket, wearing a visor, and not close to the net, with a sponsored grandstand in the background, and no other players, trees, or tennis bag visible.",0.0001,2026-07-24 17:44:57
8,0,8_0.jpg,plates and bowls of food are sitting on top of a table,0.0001,2026-07-24 17:44:57
8,1,8_1.jpg,"a table with plates and bowls containing fried chicken, rice, and sauce.",0.0001,2026-07-24 17:44:57
8,2,8_2.jpg,"a table with plates and bowls containing fried chicken and rice with sauce, with orange plates.",0.0001,2026-07-24 17:44:57
8,3,8_3.jpg,"A table is set with orange plates and bowls, containing fried chicken and rice with sauce.",0.0001,2026-07-24 17:44:57
8,4,8_4.jpg,"A table is set with orange plates and bowls containing fried chicken and rice with sauce, without any visible drinks.",0.0001,2026-07-24 17:44:57
8,5,8_5.jpg,"A table with orange plates and bowls containing fried chicken and rice with sauce, with no visible drinks or people.",0.0001,2026-07-24 17:44:57
8,6,8_6.jpg,"A white table is topped with orange plates and bowls containing fried chicken and rice with sauce, with no visible drinks or people.",0.0001,2026-07-24 17:44:57
8,7,8_7.jpg,"a table with orange plates and bowls containing fried chicken and rice with sauce, with no visible drinks or people, in a domestic kitchen with a white table.",0.0001,2026-07-24 17:44:57
8,8,8_8.jpg,"a white table with orange plates and bowls containing fried chicken and rice with sauce, without any visible drinks or people, in a domestic kitchen setting.",0.0001,2026-07-24 17:44:57
8,9,8_9.jpg,"A white table is covered with orange plates and bowls filled with fried chicken and rice, with a tablecloth underneath, and all the silverware is placed around the table.",0.0001,2026-07-24 17:44:57
8,10,8_10.jpg,"a table with orange plates and bowls containing fried chicken and rice with sauce, surrounded by silverware, in a domestic kitchen without a tablecloth or windows.",0.0001,2026-07-24 17:44:57
9,0,9_0.jpg,a toilet sitting in the middle of an abandoned building,0.0001,2026-07-24 17:44:57
9,1,9_1.jpg,a toilet in the middle of an abandoned building with no visible tub.,0.0001,2026-07-24 17:44:57
9,2,9_2.jpg,a clean toilet situated in the middle of an abandoned building.,0.0001,2026-07-24 17:44:57
9,3,9_3.jpg,"a toilet with a clean appearance in the middle of an abandoned building, lacking a seat, surrounded by a dusty and empty environment.",0.0001,2026-07-24 17:44:57
9,4,9_4.jpg,a clean toilet without a seat in the middle of an abandoned building.,0.0001,2026-07-24 17:44:57
9,5,9_5.jpg,"an abandoned building with a clean toilet in the middle, lacking a seat and a sink, with no visible water in the tank.",0.0001,2026-07-24 17:44:57
9,6,9_6.jpg,"an abandoned building with a clean toilet in the middle, lacking a seat, and a visible water tank, with a floor that can be seen.",0.0001,2026-07-24 17:44:57
9,7,9_7.jpg,"an empty toilet in the middle of an abandoned building with no seat, clean and no water in the tank, with no window and no visible floor.",0.0001,2026-07-24 17:44:57
9,8,9_8.jpg,"an abandoned building with a clean toilet in the middle, no seat, no sink, no window, and a brown floor.",0.0001,2026-07-24 17:44:57
9,9,9_9.jpg,"an abandoned building with a clean toilet in the middle, no seat, no sink, no window, and a brown tile floor.",0.0001,2026-07-24 17:44:57
9,10,9_10.jpg,"a dirty toilet with a clean tank, no seat, and a brown tile floor in an abandoned building, with no window or sink, and a slightly dirty appearance.",0.0001,2026-07-24 17:44:57
10,0,10_0.jpg,trailer tractor truck in parking lot with natural greenery,0.0001,2026-07-24 17:44:57
10,1,10_1.jpg,"a trailer truck parked in a parking lot with natural greenery, not picking up or delivering, just sitting.",0.0001,2026-07-24 17:44:57
10,2,10_2.jpg,"an orange, black, and white trailer tractor truck parked in a parking lot with natural greenery.",0.0001,2026-07-24 17:44:57
10,3,10_3.jpg,"an orange, black, and white trailer truck is parked in a parking lot with natural greenery, with no driver or activity visible in the image.",0.0001,2026-07-24 17:44:57
10,4,10_4.jpg,"an orange, black, and white trailer truck is parked in a parking lot with natural greenery, with no driver or activity visible, and the image is in color.",0.0001,2026-07-24 17:44:57
10,5,10_5.jpg,"an orange, black, and white trailer truck is parked in a parking lot with natural greenery, with no driver or activity visible, and the photo is in color.",0.0001,2026-07-24 17:44:57
10,6,10_6.jpg,"an orange, black, and white trailer truck is parked in a parking lot with natural greenery, with no driver visible, and the photo is taken during early morning.",0.0001,2026-07-24 17:44:57
10,7,10_7.jpg,"an orange, black, and white trailer truck is parked in a parking lot with natural greenery, with no driver or people visible, and the photo is in color, taken possibly during early morning.",0.0001,2026-07-24 17:44:57
10,8,10_8.jpg,"an orange, black, and white trailer truck is parked in a parking lot with natural greenery, with no driver visible, and the time of day appears to be early morning, with trees nearby but no store in sight.",0.0001,2026-07-24 17:44:57
10,9,10_9.jpg,"an orange, black, and white trailer tractor truck is parked in a parking lot with natural greenery, with no driver or animals visible, and the picture is in color, taken possibly during early morning, with no trees or grass in the immediate vicinity of the truck.",0.0001,2026-07-24 17:44:57
10,10,10_10.jpg,"an orange, black, and white trailer tractor truck is parked in a parking lot with natural greenery, with no driver or animals visible, and the picture is in color, taken possibly during early morning, with trees nearby but no store in sight.",0.0001,2026-07-24 17:44:57
11,0,11_0.jpg,6 people are sitting around a table with 2 pizzas and drinks,0.0001,2026-07-24 17:44:57
11,1,11_1.jpg,"6 people are gathered around a table in a public setting, enjoying 2 pizzas and drinks together.",0.0001,2026-07-24 17:44:57
11,2,11_2.jpg,"6 people are gathered around a table in a public setting, enjoying cheese and deep dish pizzas along with drinks.",0.0001,2026-07-24 17:44:57
11,3,11_3.jpg,"6 people, including 3 males and 3 females, are sitting around a table with 2 cheese and deep dish pizzas, and drinks in a public setting.",0.0001,2026-07-24 17:44:57
11,4,11_4.jpg,"a group of 6 people, 3 males and 3 females, sitting around a table in a public setting with 2 types of pizzas and drinks, without any windows visible.",0.0001,2026-07-24 17:44:57
11,5,11_5.jpg,"a group of 6 people, 3 males and 3 females, sitting around a table in a public setting with 2 types of pizzas (cheese and deep dish) and drinks (sodas, water, and beer), with no windows visible.",0.0001,2026-07-24 17:44:57
11,6,11_6.jpg,"a group of 6 people, 3 males and 3 females, dressed for warm weather, sitting around a table with 2 types of pizzas (cheese and deep dish) and drinks (sodas, water, and beer) in a public setting without any windows.",0.0001,2026-07-24 17:44:57
11,7,11_7.jpg,"a group of 6 people, 3 males and 3 females, sitting around a table with 2 types of pizzas (cheese and deep dish) and drinks (sodas, water, and beer) in a public setting without windows, dressed for warm weather.",0.0001,2026-07-24 17:44:57
11,8,11_8.jpg,"a group of 12 people, 6 males and 6 females, sitting around a table with 2 types of pizzas and drinks in a public setting, with no windows visible, and no wait staff present.",0.0001,2026-07-24 17:44:57
11,9,11_9.jpg,"a group of 6 people, 3 males and 3 females, sitting around a table in a public setting with 2 types of pizzas (cheese and deep dish) and drinks (sodas, water, and beer), without windows, and no wait staff, with no plates or eating from boxes.",0.0001,2026-07-24 17:44:57
11,10,11_10.jpg,"6 people, 3 males and 3 females, are sitting around a checkered tableclothed table in a public setting, enjoying 2 pizzas - one cheese and one deep dish - and drinks, including sodas, water, and beer, dressed for warm weather, with no windows visible and no wait staff present.",0.0001,2026-07-24 17:44:57
12,0,12_0.jpg,"down on a busy street, an oversized bus takes up half of a lane of traffic as cars zoom by on the other side",0.0001,2026-07-24 17:44:57
12,1,12_1.jpg,"an oversized bus occupying half of a lane on a busy street, with cars passing by on the other side, in a vibrant color picture.",0.0001,2026-07-24 17:44:57
12,2,12_2.jpg,"an oversized bus occupying half of a lane on a busy street, with cars passing by on the other side, and people visible in the scene.",0.0001,2026-07-24 17:44:57
12,3,12_3.jpg,"a busy street scene with an oversized bus occupying half of a lane, cars speeding by on the other side, and no animals present.",0.0001,2026-07-24 17:44:57
12,4,12_4.jpg,"an oversized bus occupying half of a lane on a busy street, with cars passing by on the other side, in a color picture, taken from an air view perspective, with no people or animals visible.",0.0001,2026-07-24 17:44:57
12,5,12_5.jpg,"an oversized bus occupying half of a lane on a busy street during the daytime, with cars passing by on the other side, and no people or animals visible in the image.",0.0001,2026-07-24 17:44:57
12,6,12_6.jpg,"an oversized bus occupying half of a lane on a busy street, with cars passing by on the other side, during daytime, with no people or animals visible, and an air view shot focusing on the buses without showing the sky.",0.0001,2026-07-24 17:44:57
12,7,12_7.jpg,"an oversized bus takes up half of a lane of traffic on a busy street, with cars zooming by on the other side, taken from a high vantage point, possibly from a tall building or drone, with no people or animals visible, and the sky not visible in the image.",0.0001,2026-07-24 17:44:57
12,8,12_8.jpg,"an oversized bus takes up half of a lane on a busy street, with cars zooming by on the other side, taken from a high vantage point, with two buildings in the background, and it is a daytime scene.",0.0001,2026-07-24 17:44:57
12,9,12_9.jpg,"an oversized bus takes up half of a lane on a busy street, with numerous levels of buildings in the background, during the daytime, captured from a high vantage point, with no people or animals visible.",0.0001,2026-07-24 17:44:57
12,10,12_10.jpg,"an oversized bus takes up half of a lane of traffic on a busy street, with numerous levels of buildings in the background, a street pole visible, and a daytime air view shot capturing the scene.",0.0001,2026-07-24 17:44:57
13,0,13_0.jpg,a man holding a disk smiles as he leans against a sign at a disc golf course,0.0001,2026-07-24 17:44:57
13,1,13_1.jpg,"a man in a colorful shirt smiling and leaning against a sign at a disc golf course, holding a disc in his hand.",0.0001,2026-07-24 17:44:57
13,2,13_2.jpg,"a man smiling while holding a disc at a disc golf course, with a sign in the background, in color.",0.0001,2026-07-24 17:44:57
13,3,13_3.jpg,"a man smiling while holding a disc at a disc golf course, with a sign in the background, in color, and no other people present.",0.0001,2026-07-24 17:44:57
13,4,13_4.jpg,"a man smiling with a yellow disc in his hand, leaning against a sign at a disc golf course, with no other people visible in the photo.",0.0001,2026-07-24 17:44:57
13,5,13_5.jpg,"a young man smiling while holding a yellow disc at a disc golf course, leaning against a sign.",0.0001,2026-07-24 17:44:57
13,6,13_6.jpg,A young man wearing glasses smiles while holding a yellow disc at a disc golf course.,0.0001,2026-07-24 17:44:57
13,7,13_7.jpg,A young man wearing glasses and not wearing a hat is smiling while holding a yellow disc at a disc golf course.,0.0001,2026-07-24 17:44:57
13,8,13_8.jpg,"a young man wearing glasses and a hat, smiling while holding a yellow disc at a disc golf course, with no other people or discs visible, and no sky in the background.",0.0001,2026-07-24 17:44:57
13,9,13_9.jpg,"a young man wearing glasses and a hat, smiling while holding a yellow disc at a disc golf course with grass in the background.",0.0001,2026-07-24 17:44:57
13,10,13_10.jpg,"A young man wearing glasses and a hat smiles while holding a yellow disc at a disc golf course, surrounded by grass and trees.",0.0001,2026-07-24 17:44:57
14,0,14_0.jpg,a very young child is standing in dirt and holding a cell phone,0.0001,2026-07-24 17:44:57
14,1,14_1.jpg,"a young boy standing in dirt, holding a cell phone in his hands.",0.0001,2026-07-24 17:44:57
14,2,14_2.jpg,"a young boy, possibly around 6 years old, standing in dirt while holding a cell phone.",0.0001,2026-07-24 17:44:57
14,3,14_3.jpg,"a young boy, possibly around 6 years old, standing in dirt while holding a cell phone.",0.0001,2026-07-24 17:44:57
14,4,14_4.jpg,"a young boy, possibly around 6 years old, standing in dirt while holding a cell phone and talking on it.",0.0031,2026-07-24 17:44:57
14,5,14_5.jpg,"a young boy, possibly around 6 years old, standing in dirt while holding a cell phone, with the photo being in color, but not a smartphone.",0.0001,2026-07-24 17:44:57
14,6,14_6.jpg,"a young boy, possibly around 6 years old, standing in dirt while holding a cell phone, with no rain in the scene.",0.0001,2026-07-24 17:44:57
14,7,14_7.jpg,"a young boy standing in dirt, holding a cell phone, possibly around the age of 6, in a color photo without a ground shot or a view of the sky.",0.0001,2026-07-24 17:44:57
14,8,14_8.jpg,"a young boy standing in dirt, holding a cell phone, with no ground shot, in daytime, and not talking on the phone or using a smartphone, with no rain or sky visible.",0.0001,2026-07-24 17:44:57
14,9,14_9.jpg,"a young boy standing in dirt, holding a cell phone, with no adults around, in a daytime photo with no rain or ground shot, and no view of the sky.",0.0001,2026-07-24 17:44:57
14,10,14_10.jpg,"a young boy standing in dirt, holding a cell phone, with no adults or animals visible, and the photo is in color.",0.0001,2026-07-24 17:44:57
15,0,15_0.jpg,a nokia tablet pc in a keyboard dock,0.0001,2026-07-24 17:44:57
15,1,15_1.jpg,a black and silver Nokia tablet PC in a keyboard dock.,0.0001,2026-07-24 17:44:57
15,2,15_2.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white surface, with no desk in the background.",0.0001,2026-07-24 17:44:57
15,3,15_3.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a table.",0.0001,2026-07-24 17:44:57
15,4,15_4.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white table.",0.0001,2026-07-24 17:44:57
15,5,15_5.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white table with other objects.",0.0001,2026-07-24 17:44:57
15,6,15_6.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white table with a cell phone on it.",0.0001,2026-07-24 17:44:57
15,7,15_7.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white table with a cell phone nearby.",0.0001,2026-07-24 17:44:57
15,8,15_8.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white table with a cell phone nearby.",0.0001,2026-07-24 17:44:57
15,9,15_9.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white table with a cell phone nearby.",0.0001,2026-07-24 17:44:57
15,10,15_10.jpg,"a black and silver Nokia tablet PC in a keyboard dock, placed on a white table with a cell phone and a text on the screen.",0.0001,2026-07-24 17:44:57
16,0,16_0.jpg,a church steeple on a cloudy day with blue skies,0.0001,2026-07-24 17:44:57
16,1,16_1.jpg,"a church steeple with a beige color, standing tall on a cloudy day with blue skies in the background.",0.0001,2026-07-24 17:44:57
16,2,16_2.jpg,"a church steeple with a beige color, standing on a cloudy day with blue skies, devoid of any people.",0.0001,2026-07-24 17:44:57
16,3,16_3.jpg,"a church steeple with a beige color and a cloudy day with blue skies, surrounded by trees.",0.0001,2026-07-24 17:44:57
16,4,16_4.jpg,"a beige church steeple on a cloudy day with blue skies, surrounded by trees, suggesting a possible fall season.",0.0001,2026-07-24 17:44:57
16,5,16_5.jpg,"a beige church steeple on a cloudy day with blue skies, surrounded by trees, and the image is in color.",0.0001,2026-07-24 17:44:57
